evt-amer-001 | 1902-09-04 | 도미 출항과 태평양 항해 — 호 '도산(島山)' 작명 전승 | actors: 안창호, 이혜련 | orgs: 
evt-provgov-010 | 1919-09-11 | 통합 대한민국임시정부 출범(제1차 개헌) | actors: 안창호, 이승만, 이동휘 | orgs: 대한민국임시정부, 임시의정원, 대한국민의회
evt-provgov-011 | 1919-09-11 | 노동국총판 선임 | actors: 안창호 | orgs: 대한민국임시정부
evt-provgov-012 | 1920-01-01 | 신년축하회 연설 '우리 국민이 단정코 실행할 육대사' | actors: 안창호 | orgs: 대한민국임시정부, 상해대한인거류민단
evt-provgov-013 | 1921-05-11 | 노동국총판 사임 | actors: 안창호, 이승만, 이동휘, 김규식, 노백린 | orgs: 대한민국임시정부
evt-provgov-014 | 1921-05-12 | 국민대표회 소집 제창 연설회 | actors: 안창호, 여운형 | orgs: 대한민국임시정부
evt-provgov-015 | 1922-07-01 | 시사책진회 조직 참여 | actors: 안창호, 김구, 신익희, 조소앙, 이시영 | orgs: 시사책진회
evt-provgov-016 | 1923-01-03 | 국민대표회의 개막과 부의장 선출 | actors: 안창호, 김동삼, 윤해 | orgs: 국민대표회의
evt-provgov-017 | 1923-05-15 | 개조파 대표 탈퇴와 비공식 타협 제안 | actors: 안창호, 김동삼, 윤해, 배천택, 노백린 | orgs: 국민대표회의, 대한민국임시정부, 서로군정서, 한족회
evt-provgov-018 | 1923-06-03 | 국민대표회의 결렬 | actors: 안창호, 윤해 | orgs: 국민대표회의
evt-provgov-019 | 1924-01-01 | 북중국·만주 시찰과 이상촌 후보지 탐사 | actors: 안창호 | orgs: 
evt-provgov-020 | 1924-01-01 | 난징 동명학원 설립 | actors: 안창호 | orgs: 동명학원
evt-provgov-021 | 1926-03-02 | 미주 출발과 중국 복귀(상하이 도착) | actors: 안창호 | orgs: 
evt-provgov-022 | 1926-07-08 | 상하이 삼일당 연설 — 대혁명당 조직 제창 | actors: 안창호, 송병조, 김종상, 서태수, 김보연 | orgs: 대한민국임시정부
evt-provgov-023 | 1926-10-10 | 원세훈과의 합의와 대독립당조직북경촉성회 결성 | actors: 안창호, 원세훈, 장건상, 조성환, 배천택 | orgs: 대독립당조직북경촉성회
evt-provgov-024 | 1927-01-01 | 길림사건 — 강연회 중 중국 당국에 피검 | actors: 안창호, 최명식 | orgs: 
evt-provgov-025 | 1927-04-01 | 농민호조사 결성 | actors: 안창호 | orgs: 농민호조사
evt-provgov-026 | 1930-01-25 | 한국독립당 창당과 당의·당강 기초 | actors: 안창호, 이동녕, 김구, 이유필, 김두봉, 안공근, 조완구, 조소앙, 이시영, 차리석, 송병조 | orgs: 한국독립당, 대한민국임시정부
evt-provgov-027 | 1930-10-01 | 동인호조사 조직 | actors: 안창호 | orgs: 동인호조사, 공평사
evt-provgov-028 | 1931-09-18 | 만주사변 이후 만주 이상촌 계획 단념과 난징 토지 매수 | actors: 안창호 | orgs: 
evt-provgov-029 | 1932-04-29 | 윤봉길 의거 당일 프랑스조계에서 피체 | actors: 안창호, 이유필, 윤봉길, 김구 | orgs: 대한민국임시정부, 상해한인소년동맹
evt-provgov-030 | 1932-04-29 | 상하이 일본총영사관 구금과 신문 | actors: 안창호 | orgs: 
evt-shin-001 | 1906-11-01 | 미주에서 신민회 구상 및 「대한신민회 취지서」·「통용장정」 작성 | actors: 안창호 | orgs: 신민회, 공립협회
evt-shin-002 | 1907-01-20 | 귀국 여정 출발 — 샌프란시스코 출항 | actors: 안창호 | orgs: 공립협회
evt-shin-003 | 1907-02-01 | 도쿄 체류와 태극학회 연설 | actors: 안창호, 이광수 | orgs: 태극학회
evt-shin-004 | 1907-02-20 | 귀국 — 서울 도착 | actors: 안창호 | orgs: 
evt-shin-005 | 1907-04-01 | 신민회 창건 — 비밀결사 결성과 조직 구성 | actors: 안창호, 양기탁, 전덕기, 이동휘, 이동녕, 이갑, 유동열, 노백린, 이승훈, 안태국, 최광옥, 이시영, 이회영, 이상재, 윤치호, 이강, 조성환, 김구, 신채호, 박은식, 임치정, 이종호, 주진수 | orgs: 신민회, 대한매일신보, 상동교회, 공립협회
evt-shin-006 | 1907-05-01 | 공립협회 제3대 회장 선출 (국내 체류 중) | actors: 안창호 | orgs: 공립협회
evt-shin-007 | 1907-05-12 | 삼선평 연설 — 서북학생친목회 운동회 연설 | actors: 안창호 | orgs: 서북학생친목회
evt-shin-008 | 1907-01-01 | 이토 히로부미 면담 (이른바 '안창호 내각' 제안설의 전사) | actors: 안창호, 이토 히로부미 | orgs: 통감부
evt-shin-009 | 1908-01-01 | 서북학회 창립과 안창호의 참여 | actors: 안창호, 이갑, 박은식, 이동휘 | orgs: 서북학회, 서우학회, 한북흥학회
evt-shin-010 | 1908-05-01 | 태극서관 설립 — 신민회 출판·연락 거점 | actors: 안창호, 이승훈, 안태국 | orgs: 신민회, 태극서관
evt-shin-011 | 1908-01-01 | 평양 마산동 자기회사 설립 참여 | actors: 안창호, 이승훈 | orgs: 신민회, 평양자기제조주식회사
evt-shin-012 | 1908-09-26 | 평양 대성학교 설립·개교 | actors: 안창호, 윤치호, 장응진, 차리석, 문일평, 황의돈, 장기영, 나일봉 | orgs: 대성학교, 신민회
evt-shin-013 | 1909-08-01 | 청년학우회 발기 — 신민회의 합법 청년운동 단체 | actors: 안창호, 윤치호, 최남선, 차리석, 이승훈, 안태국, 옥관빈 | orgs: 청년학우회, 신민회
evt-shin-014 | 1909-10-26 | 안중근 의거 연루 혐의 체포 — 용산 헌병대 구금 | actors: 안창호, 안중근 | orgs: 신민회, 대성학교
evt-shin-015 | 1909-12-01 | 용산 헌병대 구금 해제(석방) — 구금 기간 출처 상충 | actors: 안창호 | orgs: 신민회
evt-shin-016 | 1910-01-01 | 통감부 측의 내각 조직 제의('도산 내각'설)와 거절 | actors: 안창호 | orgs: 통감부, 신민회
evt-shin-017 | 1910-03-01 | 신민회 긴급 간부회의 — 독립전쟁전략 채택 | actors: 안창호, 양기탁, 이동휘, 이갑, 유동열 | orgs: 신민회
evt-shin-018 | 1910-04-01 | 「거국가(去國歌)」 작사 | actors: 안창호 | orgs: 
evt-shin-019 | 1910-04-07 | 망명 결행 — 행주 출발 | actors: 안창호 | orgs: 신민회
evt-shin-020 | 1910-05-01 | 중국 웨이하이웨이(威海衛) 도착 | actors: 안창호 | orgs: 
evt-shin-021 | 1910-04-01 | 청도회의(靑島會議) — 국외 독립운동 방략 회의와 결렬 | actors: 안창호, 이갑, 유동열, 신채호, 이종호, 이강 | orgs: 신민회
evt-shin-022 | 1910-09-01 | 블라디보스토크 도착 — 연해주 망명 거점 이동 | actors: 안창호, 이갑, 신채호, 이강 | orgs: 신민회
evt-shin-023 | 1910-09-01 | 연해주 체류 활동 — 한인 사회 단결 호소와 근거지 모색 | actors: 안창호, 이갑, 이강, 정재관, 이종호 | orgs: 신민회, 대한인국민회
evt-shin-024 | 1910-11-01 | 안악사건·양기탁 등 보안법 사건 — 신민회 국내 조직 탄압 개시 | actors: 안명근, 안중근, 양기탁, 김구 | orgs: 신민회
evt-shin-025 | 1911-02-01 | 북만주 밀산(봉밀산) 개척지 방문 | actors: 안창호 | orgs: 신민회
evt-shin-026 | 1911-05-01 | 블라디보스토크 출발 — 시베리아 횡단열차 승차 | actors: 안창호 | orgs: 
evt-shin-027 | 1911-05-01 | 유럽 경유 — 상트페테르부르크·베를린·런던 | actors: 안창호, 장택상 | orgs: 
evt-shin-028 | 1911-09-02 | 뉴욕 도착 — 1년 5개월 망명 여정의 종착 | actors: 안창호 | orgs: 
evt-shin-029 | 1911-09-01 | 105인 사건 — 일제의 신민회 회원 대검거 | actors: 윤치호, 양기탁, 이승훈, 안태국, 임치정, 옥관빈, 유동열, 데라우치 마사타케 | orgs: 신민회, 조선총독부, 신성중학교
evt-shin-030 | 1912-06-28 | 105인 사건 제1심 공판과 판결 — 105인 유죄 | actors: 윤치호, 양기탁, 이승훈, 안태국, 임치정, 옥관빈 | orgs: 신민회, 경성지방법원, 조선총독부
evt-shin-031 | 1913-01-01 | 105인 사건 항소심·상고심 — 99인 무죄, 6인 유죄 | actors: 윤치호, 양기탁, 이승훈, 안태국, 임치정, 옥관빈, 유동열 | orgs: 신민회, 경성복심법원, 대구복심법원
evt-shin-032 | 1915-02-01 | 105인 사건 유죄 6인 특별사면 석방과 신민회 와해 확정 | actors: 윤치호, 양기탁, 이승훈, 안태국, 임치정, 옥관빈 | orgs: 신민회, 조선총독부
